time,decibel
2026-07-28T02:52:43.747,41.0
2026-07-28T02:52:44.149,41.5
2026-07-28T02:52:44.552,41.0
2026-07-28T02:52:44.955,41.6
2026-07-28T02:52:45.358,41.7
2026-07-28T02:52:45.761,41.3
2026-07-28T02:52:46.164,41.5
2026-07-28T02:52:46.567,41.0
2026-07-28T02:52:46.970,41.4
2026-07-28T02:52:47.373,41.7
2026-07-28T02:52:47.776,41.3
2026-07-28T02:52:48.179,41.7
2026-07-28T02:52:48.583,41.5
2026-07-28T02:52:48.986,41.5
2026-07-28T02:52:49.389,41.7
2026-07-28T02:52:49.792,41.3
2026-07-28T02:52:50.195,41.7
2026-07-28T02:52:50.598,41.3
2026-07-28T02:52:51.001,41.5
2026-07-28T02:52:51.404,41.5
2026-07-28T02:52:51.807,41.2
2026-07-28T02:52:52.210,41.9
2026-07-28T02:52:52.613,41.5
2026-07-28T02:52:53.016,41.7
2026-07-28T02:52:53.419,42.0
2026-07-28T02:52:53.822,41.4
2026-07-28T02:52:54.225,42.0
2026-07-28T02:52:54.628,41.9
2026-07-28T02:52:55.031,41.9
2026-07-28T02:52:55.434,41.9
2026-07-28T02:52:55.838,41.5
2026-07-28T02:52:56.241,42.0
2026-07-28T02:52:56.644,41.8
2026-07-28T02:52:57.047,41.8
2026-07-28T02:52:57.450,42.0
2026-07-28T02:52:57.853,41.4
2026-07-28T02:52:58.256,41.9
2026-07-28T02:52:58.659,41.7
2026-07-28T02:52:59.062,41.3
2026-07-28T02:52:59.465,41.8
2026-07-28T02:52:59.868,41.6
2026-07-28T02:53:00.271,41.8
2026-07-28T02:53:00.674,41.9
2026-07-28T02:53:01.077,41.7
2026-07-28T02:53:01.480,42.1
2026-07-28T02:53:01.883,41.8
2026-07-28T02:53:02.286,41.8
2026-07-28T02:53:02.689,41.8
2026-07-28T02:53:03.092,41.3
2026-07-28T02:53:03.496,41.8
2026-07-28T02:53:03.899,41.6
2026-07-28T02:53:04.302,41.7
2026-07-28T02:53:04.705,42.0
2026-07-28T02:53:05.108,41.7
2026-07-28T02:53:05.511,42.1
2026-07-28T02:53:05.914,41.7
2026-07-28T02:53:06.317,41.5
2026-07-28T02:53:06.720,41.8
2026-07-28T02:53:07.123,41.4
2026-07-28T02:53:07.526,41.7
2026-07-28T02:53:07.929,41.4
2026-07-28T02:53:08.332,41.3
2026-07-28T02:53:08.735,41.5
2026-07-28T02:53:09.138,41.1
2026-07-28T02:53:09.541,41.5
2026-07-28T02:53:09.944,41.3
2026-07-28T02:53:10.347,41.2
2026-07-28T02:53:10.751,41.5
2026-07-28T02:53:11.154,41.1
2026-07-28T02:53:11.557,41.7
2026-07-28T02:53:11.960,41.6
2026-07-28T02:53:12.363,41.3
2026-07-28T02:53:12.766,41.6
2026-07-28T02:53:13.169,41.3
2026-07-28T02:53:13.572,41.7
2026-07-28T02:53:13.975,41.5
2026-07-28T02:53:14.378,41.1
2026-07-28T02:53:14.781,41.5
2026-07-28T02:53:15.184,41.2
2026-07-28T02:53:15.587,41.4
2026-07-28T02:53:15.991,41.8
2026-07-28T02:53:16.393,41.2
2026-07-28T02:53:16.796,41.8
2026-07-28T02:53:17.199,41.6
2026-07-28T02:53:17.602,41.5
2026-07-28T02:53:18.005,41.6
2026-07-28T02:53:18.408,41.2
2026-07-28T02:53:18.811,41.8
2026-07-28T02:53:19.215,41.4
2026-07-28T02:53:19.617,41.3
2026-07-28T02:53:20.021,41.6
2026-07-28T02:53:20.424,41.1
2026-07-28T02:53:20.827,41.7
2026-07-28T02:53:21.230,41.5
2026-07-28T02:53:21.633,41.3
2026-07-28T02:53:22.036,41.6
2026-07-28T02:53:22.439,41.2
2026-07-28T02:53:22.842,41.7
2026-07-28T02:53:23.245,41.3
2026-07-28T02:53:23.648,41.2
2026-07-28T02:53:24.051,41.6
2026-07-28T02:53:24.454,41.0
2026-07-28T02:53:24.857,41.6
2026-07-28T02:53:25.260,41.2
2026-07-28T02:53:25.663,40.8
2026-07-28T02:53:26.066,41.3
2026-07-28T02:53:26.469,40.9
2026-07-28T02:53:26.872,41.5
2026-07-28T02:53:27.275,41.5
2026-07-28T02:53:27.678,41.0
2026-07-28T02:53:28.081,41.6
2026-07-28T02:53:28.484,41.1
2026-07-28T02:53:28.887,41.6
2026-07-28T02:53:29.290,41.5
2026-07-28T02:53:29.693,41.2
2026-07-28T02:53:30.096,41.6
2026-07-28T02:53:30.499,41.3
2026-07-28T02:53:30.902,41.6
2026-07-28T02:53:31.305,41.5
2026-07-28T02:53:31.708,41.1
2026-07-28T02:53:32.111,41.6
2026-07-28T02:53:32.514,41.1
2026-07-28T02:53:32.917,41.7
2026-07-28T02:53:33.320,41.9
2026-07-28T02:53:33.723,41.3
2026-07-28T02:53:34.126,41.9
2026-07-28T02:53:34.529,41.6
2026-07-28T02:53:34.932,41.5
2026-07-28T02:53:35.335,41.7
2026-07-28T02:53:35.738,41.5
2026-07-28T02:53:36.141,42.0
2026-07-28T02:53:36.544,41.9
2026-07-28T02:53:36.947,41.8
2026-07-28T02:53:37.350,42.1
2026-07-28T02:53:37.753,41.5
2026-07-28T02:53:38.156,42.1
2026-07-28T02:53:38.559,41.8
2026-07-28T02:53:38.962,41.6
2026-07-28T02:53:39.365,42.0
2026-07-28T02:53:39.768,41.5
2026-07-28T02:53:40.171,42.1
2026-07-28T02:53:40.574,41.7
2026-07-28T02:53:40.977,41.5
2026-07-28T02:53:41.380,41.9
2026-07-28T02:53:41.783,41.5
2026-07-28T02:53:42.186,41.7
2026-07-28T02:53:42.590,41.4
2026-07-28T02:53:42.993,41.1
2026-07-28T02:53:43.396,41.7
2026-07-28T02:53:43.799,41.2
2026-07-28T02:53:44.202,41.6
2026-07-28T02:53:44.605,41.4
2026-07-28T02:53:45.008,41.2
2026-07-28T02:53:45.411,41.7
2026-07-28T02:53:45.814,41.1
2026-07-28T02:53:46.217,41.5
2026-07-28T02:53:46.620,41.8
2026-07-28T02:53:47.023,41.5
2026-07-28T02:53:47.426,42.0
2026-07-28T02:53:47.829,41.6
2026-07-28T02:53:48.232,41.6
2026-07-28T02:53:48.635,41.8
2026-07-28T02:53:49.038,41.4
2026-07-28T02:53:49.441,41.8
2026-07-28T02:53:49.844,41.5
2026-07-28T02:53:50.247,41.6
2026-07-28T02:53:50.650,41.6
2026-07-28T02:53:51.053,41.1
2026-07-28T02:53:51.456,41.7
2026-07-28T02:53:51.859,41.3
2026-07-28T02:53:52.262,41.2
2026-07-28T02:53:52.665,41.7
2026-07-28T02:53:53.068,41.1
2026-07-28T02:53:53.471,41.7
2026-07-28T02:53:53.874,41.6
2026-07-28T02:53:54.277,41.2
2026-07-28T02:53:54.680,41.6
2026-07-28T02:53:55.084,41.3
2026-07-28T02:53:55.486,41.5
2026-07-28T02:53:55.889,41.2
2026-07-28T02:53:56.292,41.0
2026-07-28T02:53:56.695,41.6
2026-07-28T02:53:57.098,41.2
2026-07-28T02:53:57.501,41.5
2026-07-28T02:53:57.905,41.5
2026-07-28T02:53:58.307,41.3
2026-07-28T02:53:58.711,41.6
2026-07-28T02:53:59.114,41.1
2026-07-28T02:53:59.517,41.4
2026-07-28T02:53:59.920,41.6
2026-07-28T02:54:00.323,41.0
2026-07-28T02:54:00.726,41.6
2026-07-28T02:54:01.129,41.4
2026-07-28T02:54:01.532,41.6
2026-07-28T02:54:01.935,41.6
2026-07-28T02:54:02.338,41.3
2026-07-28T02:54:02.741,41.5
2026-07-28T02:54:03.144,41.1
2026-07-28T02:54:03.547,41.3
2026-07-28T02:54:03.950,41.5
2026-07-28T02:54:04.353,41.0
2026-07-28T02:54:04.756,41.6
2026-07-28T02:54:05.160,41.3
2026-07-28T02:54:05.563,41.3
2026-07-28T02:54:05.966,41.6
2026-07-28T02:54:06.369,41.2
2026-07-28T02:54:06.772,41.7
2026-07-28T02:54:07.175,41.4
2026-07-28T02:54:07.578,41.6
2026-07-28T02:54:07.981,41.7
2026-07-28T02:54:08.384,41.3
2026-07-28T02:54:08.787,41.6
2026-07-28T02:54:09.190,41.9
2026-07-28T02:54:09.593,41.7
2026-07-28T02:54:09.996,41.7
2026-07-28T02:54:10.399,41.4
2026-07-28T02:54:10.802,41.6
2026-07-28T02:54:11.205,41.6
2026-07-28T02:54:11.608,41.4
2026-07-28T02:54:12.012,41.9
2026-07-28T02:54:12.415,41.5
2026-07-28T02:54:12.818,42.0
2026-07-28T02:54:13.221,41.8
2026-07-28T02:54:13.624,41.4
2026-07-28T02:54:14.027,42.0
2026-07-28T02:54:14.430,41.6
2026-07-28T02:54:14.833,41.8
2026-07-28T02:54:15.236,41.8
2026-07-28T02:54:15.639,41.3
2026-07-28T02:54:16.042,41.9
2026-07-28T02:54:16.445,41.7
2026-07-28T02:54:16.848,41.8
2026-07-28T02:54:17.251,41.9
2026-07-28T02:54:17.654,41.5
2026-07-28T02:54:18.058,42.0
2026-07-28T02:54:18.461,41.9
2026-07-28T02:54:18.864,41.7
2026-07-28T02:54:19.267,41.9
2026-07-28T02:54:19.670,41.4
2026-07-28T02:54:20.073,42.1
2026-07-28T02:54:20.476,41.7
2026-07-28T02:54:20.879,41.7
2026-07-28T02:54:21.282,42.1
2026-07-28T02:54:21.685,41.7
2026-07-28T02:54:22.088,42.2
2026-07-28T02:54:22.491,42.0
2026-07-28T02:54:22.894,41.7
2026-07-28T02:54:23.298,42.0
2026-07-28T02:54:23.700,41.6
2026-07-28T02:54:24.104,42.1
2026-07-28T02:54:24.507,41.9
2026-07-28T02:54:24.910,41.6
2026-07-28T02:54:25.313,42.2
2026-07-28T02:54:25.716,41.8
2026-07-28T02:54:26.119,42.1
2026-07-28T02:54:26.522,42.1
2026-07-28T02:54:26.925,41.9
2026-07-28T02:54:27.328,42.4
2026-07-28T02:54:27.731,41.9
2026-07-28T02:54:28.134,42.6
2026-07-28T02:54:28.537,42.8
2026-07-28T02:54:28.940,42.4
2026-07-28T02:54:29.343,42.6
2026-07-28T02:54:29.746,42.1
2026-07-28T02:54:30.149,42.4
2026-07-28T02:54:30.553,42.6
2026-07-28T02:54:30.956,42.2
2026-07-28T02:54:31.359,42.5
2026-07-28T02:54:31.762,42.1
2026-07-28T02:54:32.165,42.3
2026-07-28T02:54:32.568,42.5
2026-07-28T02:54:32.971,41.9
2026-07-28T02:54:33.374,42.2
2026-07-28T02:54:33.777,41.8
2026-07-28T02:54:34.180,41.8
2026-07-28T02:54:34.583,42.2
2026-07-28T02:54:34.986,41.7
2026-07-28T02:54:35.389,42.4
2026-07-28T02:54:35.792,42.3
2026-07-28T02:54:36.195,42.1
2026-07-28T02:54:36.598,42.3
2026-07-28T02:54:37.003,41.8
2026-07-28T02:54:37.405,42.3
2026-07-28T02:54:37.808,41.9
2026-07-28T02:54:38.211,41.5
2026-07-28T02:54:38.614,42.3
2026-07-28T02:54:39.017,42.1
2026-07-28T02:54:39.420,42.5
2026-07-28T02:54:39.823,42.2
2026-07-28T02:54:40.226,41.9
2026-07-28T02:54:40.629,42.6
2026-07-28T02:54:41.032,42.0
2026-07-28T02:54:41.435,42.4
2026-07-28T02:54:41.838,42.1
2026-07-28T02:54:42.242,41.9
2026-07-28T02:54:42.644,42.4
2026-07-28T02:54:43.048,41.9
2026-07-28T02:54:43.451,42.4
2026-07-28T02:54:43.854,42.2
2026-07-28T02:54:44.257,41.7
2026-07-28T02:54:44.660,42.3
2026-07-28T02:54:45.063,42.0
2026-07-28T02:54:45.466,42.2
2026-07-28T02:54:45.869,42.7
2026-07-28T02:54:46.272,42.1
2026-07-28T02:54:46.675,42.7
2026-07-28T02:54:47.078,42.3
2026-07-28T02:54:47.481,42.1
2026-07-28T02:54:47.884,42.2
2026-07-28T02:54:48.287,41.7
2026-07-28T02:54:48.690,42.3
2026-07-28T02:54:49.093,42.0
2026-07-28T02:54:49.496,41.7
2026-07-28T02:54:49.899,42.3
2026-07-28T02:54:50.303,42.0
2026-07-28T02:54:50.706,42.4
2026-07-28T02:54:51.109,42.1
2026-07-28T02:54:51.512,41.7
2026-07-28T02:54:51.915,42.2
2026-07-28T02:54:52.318,41.9
2026-07-28T02:54:52.721,42.2
2026-07-28T02:54:53.124,41.9
2026-07-28T02:54:53.527,41.8
2026-07-28T02:54:53.930,42.2
2026-07-28T02:54:54.333,41.9
2026-07-28T02:54:54.736,42.4
2026-07-28T02:54:55.139,42.2
2026-07-28T02:54:55.542,42.0
2026-07-28T02:54:55.945,42.3
2026-07-28T02:54:56.348,42.1
2026-07-28T02:54:56.752,42.2
2026-07-28T02:54:57.155,42.1
2026-07-28T02:54:57.558,41.7
2026-07-28T02:54:57.961,42.2
2026-07-28T02:54:58.364,41.7
2026-07-28T02:54:58.767,42.3
2026-07-28T02:54:59.170,42.2
2026-07-28T02:54:59.573,41.7
2026-07-28T02:54:59.976,42.5
2026-07-28T02:55:00.379,42.1
2026-07-28T02:55:00.782,41.9
2026-07-28T02:55:01.185,42.3
2026-07-28T02:55:01.588,41.9
2026-07-28T02:55:01.991,42.3
2026-07-28T02:55:02.394,42.1
2026-07-28T02:55:02.797,42.0
2026-07-28T02:55:03.200,42.3
2026-07-28T02:55:03.603,41.9
2026-07-28T02:55:04.006,42.3
2026-07-28T02:55:04.409,42.2
2026-07-28T02:55:04.812,41.9
2026-07-28T02:55:05.216,42.2
2026-07-28T02:55:05.619,42.0
2026-07-28T02:55:06.022,42.4
2026-07-28T02:55:06.425,42.2
2026-07-28T02:55:06.828,41.8
2026-07-28T02:55:07.231,42.3
2026-07-28T02:55:07.634,41.7
2026-07-28T02:55:08.037,42.3
2026-07-28T02:55:08.440,42.1
2026-07-28T02:55:08.843,42.0
2026-07-28T02:55:09.246,42.2
2026-07-28T02:55:09.649,41.9
2026-07-28T02:55:10.052,42.1
2026-07-28T02:55:10.455,42.3
2026-07-28T02:55:10.858,42.0
2026-07-28T02:55:11.261,42.3
2026-07-28T02:55:11.664,42.0
2026-07-28T02:55:12.067,42.5
2026-07-28T02:55:12.470,42.3
2026-07-28T02:55:12.873,42.0
2026-07-28T02:55:13.276,42.3
2026-07-28T02:55:13.679,41.8
2026-07-28T02:55:14.082,42.3
2026-07-28T02:55:14.485,42.4
2026-07-28T02:55:14.888,41.9
2026-07-28T02:55:15.291,42.5
2026-07-28T02:55:15.694,42.3
2026-07-28T02:55:16.097,42.2
2026-07-28T02:55:16.500,42.5
2026-07-28T02:55:16.904,41.9
2026-07-28T02:55:17.307,42.3
2026-07-28T02:55:17.710,41.9
2026-07-28T02:55:18.113,41.9
2026-07-28T02:55:18.516,42.4
2026-07-28T02:55:18.919,42.0
2026-07-28T02:55:19.322,42.2
2026-07-28T02:55:19.725,42.1
2026-07-28T02:55:20.128,41.9
2026-07-28T02:55:20.531,42.4
2026-07-28T02:55:20.934,42.0
2026-07-28T02:55:21.337,42.4
2026-07-28T02:55:21.740,42.3
2026-07-28T02:55:22.143,41.9
2026-07-28T02:55:22.546,42.1
2026-07-28T02:55:22.949,41.8
2026-07-28T02:55:23.352,42.0
2026-07-28T02:55:23.756,42.0
2026-07-28T02:55:24.159,41.7
2026-07-28T02:55:24.562,42.1
2026-07-28T02:55:24.965,41.7
2026-07-28T02:55:25.368,42.1
2026-07-28T02:55:25.771,42.2
2026-07-28T02:55:26.174,42.0
2026-07-28T02:55:26.577,42.2
2026-07-28T02:55:26.980,41.9
2026-07-28T02:55:27.383,42.0
2026-07-28T02:55:27.786,42.2
2026-07-28T02:55:28.189,41.9
2026-07-28T02:55:28.592,42.3
2026-07-28T02:55:28.995,41.9
2026-07-28T02:55:29.398,42.1
2026-07-28T02:55:29.801,42.1
2026-07-28T02:55:30.204,41.6
2026-07-28T02:55:30.607,42.5
2026-07-28T02:55:31.011,42.0
2026-07-28T02:55:31.414,42.2
2026-07-28T02:55:31.817,42.5
2026-07-28T02:55:32.220,42.2
2026-07-28T02:55:32.623,42.6
2026-07-28T02:55:33.026,42.5
2026-07-28T02:55:33.429,42.5
2026-07-28T02:55:33.832,42.7
2026-07-28T02:55:34.235,42.4
2026-07-28T02:55:34.638,42.8
2026-07-28T02:55:35.041,42.6
2026-07-28T02:55:35.444,42.2
2026-07-28T02:55:35.847,42.9
2026-07-28T02:55:36.250,42.6
2026-07-28T02:55:36.653,43.0
2026-07-28T02:55:37.056,42.8
2026-07-28T02:55:37.459,42.5
2026-07-28T02:55:37.862,42.9
2026-07-28T02:55:38.266,42.5
2026-07-28T02:55:38.669,42.7
2026-07-28T02:55:39.072,42.9
2026-07-28T02:55:39.475,42.4
2026-07-28T02:55:39.878,42.6
2026-07-28T02:55:40.281,42.3
2026-07-28T02:55:40.684,42.5
2026-07-28T02:55:41.087,42.4
2026-07-28T02:55:41.490,41.9
2026-07-28T02:55:41.893,42.6
2026-07-28T02:55:42.296,42.1
2026-07-28T02:55:42.699,42.3
2026-07-28T02:55:43.102,42.5
2026-07-28T02:55:43.505,42.2
2026-07-28T02:55:43.908,42.5
2026-07-28T02:55:44.311,42.1
2026-07-28T02:55:44.714,42.3
2026-07-28T02:55:45.117,42.6
2026-07-28T02:55:45.520,42.4
2026-07-28T02:55:45.923,42.7
2026-07-28T02:55:46.326,42.5
2026-07-28T02:55:46.729,42.8
2026-07-28T02:55:47.133,42.8
2026-07-28T02:55:47.536,42.2
2026-07-28T02:55:47.939,42.9
2026-07-28T02:55:48.342,42.8
2026-07-28T02:55:48.745,42.5
2026-07-28T02:55:49.148,43.0
2026-07-28T02:55:49.551,42.5
2026-07-28T02:55:49.954,42.4
2026-07-28T02:55:50.357,42.2
2026-07-28T02:55:50.760,42.2
2026-07-28T02:55:51.163,42.6
2026-07-28T02:55:51.566,42.4
2026-07-28T02:55:51.969,42.6
2026-07-28T02:55:52.372,42.5
2026-07-28T02:55:52.775,42.3
2026-07-28T02:55:53.178,42.7
2026-07-28T02:55:53.581,42.3
2026-07-28T02:55:53.984,42.6
2026-07-28T02:55:54.387,42.3
2026-07-28T02:55:54.790,41.9
2026-07-28T02:55:55.193,42.5
2026-07-28T02:55:55.596,42.2
2026-07-28T02:55:55.999,42.3
2026-07-28T02:55:56.402,42.4
2026-07-28T02:55:56.805,42.1
2026-07-28T02:55:57.209,42.4
2026-07-28T02:55:57.612,42.0
2026-07-28T02:55:58.015,42.4
2026-07-28T02:55:58.418,42.4
2026-07-28T02:55:58.821,42.2
2026-07-28T02:55:59.224,42.6
2026-07-28T02:55:59.627,42.2
2026-07-28T02:56:00.030,42.3
2026-07-28T02:56:00.433,42.5
2026-07-28T02:56:00.836,42.2
2026-07-28T02:56:01.239,42.5
2026-07-28T02:56:01.642,42.1
2026-07-28T02:56:02.045,42.1
2026-07-28T02:56:02.448,42.6
2026-07-28T02:56:02.851,42.0
2026-07-28T02:56:03.254,42.3
2026-07-28T02:56:03.657,42.2
2026-07-28T02:56:04.060,42.0
2026-07-28T02:56:04.463,42.5
2026-07-28T02:56:04.866,42.0
2026-07-28T02:56:05.269,42.5
2026-07-28T02:56:05.672,42.3
2026-07-28T02:56:06.075,42.1
2026-07-28T02:56:06.478,42.4
2026-07-28T02:56:06.881,42.1
2026-07-28T02:56:07.284,42.4
2026-07-28T02:56:07.688,42.3
2026-07-28T02:56:08.091,42.1
2026-07-28T02:56:08.494,42.3
2026-07-28T02:56:08.897,41.8
2026-07-28T02:56:09.300,42.5
2026-07-28T02:56:09.703,42.4
2026-07-28T02:56:10.106,41.9
2026-07-28T02:56:10.509,42.6
2026-07-28T02:56:10.912,42.2
2026-07-28T02:56:11.315,42.5
2026-07-28T02:56:11.718,42.6
2026-07-28T02:56:12.121,42.2
2026-07-28T02:56:12.524,42.5
2026-07-28T02:56:12.927,42.4
2026-07-28T02:56:13.330,42.6
2026-07-28T02:56:13.733,42.8
2026-07-28T02:56:14.136,42.6
2026-07-28T02:56:14.539,43.1
2026-07-28T02:56:14.942,42.9
2026-07-28T02:56:15.345,42.7
2026-07-28T02:56:15.748,42.9
2026-07-28T02:56:16.152,42.6
2026-07-28T02:56:16.554,43.1
2026-07-28T02:56:16.957,42.9
2026-07-28T02:56:17.360,42.9
2026-07-28T02:56:17.763,43.2
2026-07-28T02:56:18.166,42.6
2026-07-28T02:56:18.569,42.9
2026-07-28T02:56:18.973,42.8
2026-07-28T02:56:19.376,42.6
2026-07-28T02:56:19.779,43.1
2026-07-28T02:56:20.182,42.5
2026-07-28T02:56:20.585,42.9
2026-07-28T02:56:20.988,42.9
2026-07-28T02:56:21.391,42.7
2026-07-28T02:56:21.794,42.8
2026-07-28T02:56:22.197,42.3
2026-07-28T02:56:22.600,42.8
2026-07-28T02:56:23.003,42.6
2026-07-28T02:56:23.406,42.2
2026-07-28T02:56:23.809,42.6
2026-07-28T02:56:24.212,42.2
2026-07-28T02:56:24.615,42.4
2026-07-28T02:56:25.018,42.3
2026-07-28T02:56:25.421,42.0
2026-07-28T02:56:25.824,42.6
2026-07-28T02:56:26.227,42.0
2026-07-28T02:56:26.630,42.3
2026-07-28T02:56:27.033,42.5
2026-07-28T02:56:27.436,42.1
2026-07-28T02:56:27.839,42.5
2026-07-28T02:56:28.243,42.3
2026-07-28T02:56:28.646,42.3
2026-07-28T02:56:29.049,42.5
2026-07-28T02:56:29.452,42.2
2026-07-28T02:56:29.855,42.5
2026-07-28T02:56:30.258,42.4
2026-07-28T02:56:30.661,42.3
2026-07-28T02:56:31.064,42.8
2026-07-28T02:56:31.467,42.6
2026-07-28T02:56:31.870,43.1
2026-07-28T02:56:32.273,42.7
2026-07-28T02:56:32.676,42.6
2026-07-28T02:56:33.079,42.8
2026-07-28T02:56:33.482,42.4
2026-07-28T02:56:33.885,42.8
2026-07-28T02:56:34.288,42.7
2026-07-28T02:56:34.691,42.2
2026-07-28T02:56:35.095,42.9
2026-07-28T02:56:35.498,42.4
2026-07-28T02:56:35.901,42.8
2026-07-28T02:56:36.304,43.0
2026-07-28T02:56:36.707,42.6
2026-07-28T02:56:37.110,43.1
2026-07-28T02:56:37.513,42.6
2026-07-28T02:56:37.916,42.9
2026-07-28T02:56:38.319,42.7
2026-07-28T02:56:38.722,42.4
2026-07-28T02:56:39.125,42.6
2026-07-28T02:56:39.528,42.1
2026-07-28T02:56:39.931,42.6
2026-07-28T02:56:40.334,42.4
2026-07-28T02:56:40.738,42.0
2026-07-28T02:56:41.141,42.7
2026-07-28T02:56:41.544,42.4
2026-07-28T02:56:41.947,42.3
2026-07-28T02:56:42.350,42.5
2026-07-28T02:56:42.753,42.1
2026-07-28T02:56:43.156,42.6
2026-07-28T02:56:43.559,42.1
2026-07-28T02:56:43.962,42.5
2026-07-28T02:56:44.365,42.6
2026-07-28T02:56:44.768,42.3
2026-07-28T02:56:45.171,42.5
2026-07-28T02:56:45.574,42.6
2026-07-28T02:56:45.977,42.2
2026-07-28T02:56:46.380,42.8
2026-07-28T02:56:46.783,42.4
2026-07-28T02:56:47.186,42.6
2026-07-28T02:56:47.589,42.3
2026-07-28T02:56:47.992,42.2
2026-07-28T02:56:48.395,42.5
2026-07-28T02:56:48.798,42.0
2026-07-28T02:56:49.201,42.5
2026-07-28T02:56:49.605,42.3
2026-07-28T02:56:50.008,42.2
2026-07-28T02:56:50.411,42.7
2026-07-28T02:56:50.814,42.3
2026-07-28T02:56:51.217,42.7
2026-07-28T02:56:51.620,42.5
2026-07-28T02:56:52.023,42.4
2026-07-28T02:56:52.426,42.6
2026-07-28T02:56:52.829,42.3
2026-07-28T02:56:53.232,42.5
2026-07-28T02:56:53.635,42.6
2026-07-28T02:56:54.038,42.3
2026-07-28T02:56:54.441,42.8
2026-07-28T02:56:54.844,42.5
2026-07-28T02:56:55.247,42.6
2026-07-28T02:56:55.650,42.5
2026-07-28T02:56:56.053,42.0
2026-07-28T02:56:56.456,42.8
2026-07-28T02:56:56.859,42.3
2026-07-28T02:56:57.262,42.3
2026-07-28T02:56:57.665,42.7
2026-07-28T02:56:58.068,42.2
2026-07-28T02:56:58.471,42.7
2026-07-28T02:56:58.874,42.4
2026-07-28T02:56:59.277,42.1
2026-07-28T02:56:59.680,42.4
2026-07-28T02:57:00.083,42.2
2026-07-28T02:57:00.487,42.4
2026-07-28T02:57:00.890,42.2
2026-07-28T02:57:01.293,42.0
2026-07-28T02:57:01.696,42.6
2026-07-28T02:57:02.099,42.2
2026-07-28T02:57:02.502,42.6
2026-07-28T02:57:02.905,42.5
2026-07-28T02:57:03.308,42.2
2026-07-28T02:57:03.711,42.8
2026-07-28T02:57:04.114,42.2
2026-07-28T02:57:04.517,42.7
2026-07-28T02:57:04.920,42.3
2026-07-28T02:57:05.323,42.1
2026-07-28T02:57:05.726,43.0
2026-07-28T02:57:06.129,42.5
2026-07-28T02:57:06.532,42.7
2026-07-28T02:57:06.935,42.7
2026-07-28T02:57:07.338,42.4
2026-07-28T02:57:07.741,42.5
2026-07-28T02:57:08.144,42.4
2026-07-28T02:57:08.547,42.4
2026-07-28T02:57:08.951,42.7
2026-07-28T02:57:09.353,42.2
2026-07-28T02:57:09.756,42.4
2026-07-28T02:57:10.160,42.1
2026-07-28T02:57:10.563,42.2
2026-07-28T02:57:10.968,42.5
2026-07-28T02:57:11.369,42.2
2026-07-28T02:57:11.772,42.5
2026-07-28T02:57:12.175,42.0
2026-07-28T02:57:12.578,42.6
2026-07-28T02:57:12.981,42.6
2026-07-28T02:57:13.384,42.3
2026-07-28T02:57:13.787,42.7
2026-07-28T02:57:14.190,42.5
2026-07-28T02:57:14.593,42.6
2026-07-28T02:57:14.996,43.0
2026-07-28T02:57:15.399,42.6
2026-07-28T02:57:15.802,42.8
2026-07-28T02:57:16.205,42.7
2026-07-28T02:57:16.608,42.7
2026-07-28T02:57:17.011,43.0
2026-07-28T02:57:17.414,42.6
2026-07-28T02:57:17.818,43.2
2026-07-28T02:57:18.221,43.1
2026-07-28T02:57:18.624,42.6
2026-07-28T02:57:19.027,43.1
2026-07-28T02:57:19.430,42.5
2026-07-28T02:57:19.833,43.1
2026-07-28T02:57:20.236,42.8
2026-07-28T02:57:20.639,42.7
2026-07-28T02:57:21.042,42.9
2026-07-28T02:57:21.445,42.5
2026-07-28T02:57:21.848,42.6
2026-07-28T02:57:22.251,42.9
2026-07-28T02:57:22.654,42.4
2026-07-28T02:57:23.057,42.8
2026-07-28T02:57:23.462,42.3
2026-07-28T02:57:23.863,42.6
2026-07-28T02:57:24.266,42.8
2026-07-28T02:57:24.669,42.3
2026-07-28T02:57:25.072,42.5
2026-07-28T02:57:25.475,42.4
2026-07-28T02:57:25.878,42.0
2026-07-28T02:57:26.281,42.6
2026-07-28T02:57:26.685,42.1
2026-07-28T02:57:27.088,42.6
2026-07-28T02:57:27.491,42.3
2026-07-28T02:57:27.894,42.5
2026-07-28T02:57:28.297,42.7
2026-07-28T02:57:28.700,42.1
2026-07-28T02:57:29.103,42.6
2026-07-28T02:57:29.506,42.4
2026-07-28T02:57:29.909,42.1
2026-07-28T02:57:30.312,42.5
2026-07-28T02:57:30.715,41.9
2026-07-28T02:57:31.118,42.4
2026-07-28T02:57:31.521,42.3
2026-07-28T02:57:31.924,42.2
2026-07-28T02:57:32.327,42.7
2026-07-28T02:57:32.730,42.1
2026-07-28T02:57:33.133,42.6
2026-07-28T02:57:33.536,42.3
2026-07-28T02:57:33.939,42.1
2026-07-28T02:57:34.343,42.3
2026-07-28T02:57:34.746,42.1
2026-07-28T02:57:35.149,42.3
2026-07-28T02:57:35.552,42.3
2026-07-28T02:57:35.955,41.9
2026-07-28T02:57:36.358,42.4
2026-07-28T02:57:36.761,42.0
2026-07-28T02:57:37.164,42.8
2026-07-28T02:57:37.567,42.8
2026-07-28T02:57:37.970,42.3
2026-07-28T02:57:38.373,42.7
2026-07-28T02:57:38.776,42.4
2026-07-28T02:57:39.179,42.4
2026-07-28T02:57:39.582,42.2
2026-07-28T02:57:39.985,41.7
